x1,x2,x3,x4,x5,x6,x7,x8,Label
173.38268004727078,162.90567337810563,1.6824282519222378,1.9514708984959641,157.31877870377696,176.7300823562053,176.7300823562053,178.66122940183737,1
165.25303777871306,156.93039561212996,7.233924667367891,1.5916852816577973,153.67171950502058,173.21795633551278,173.21795633551278,177.3465121430148,1
161.58189149740164,162.96869754155514,3.535050495084369,1.496108317933857,169.98248793460536,170.023857391755,170.023857391755,179.8633215747694,1
169.2321139353055,162.79669693837198,0.6138828689845921,0.8047189121367664,173.9162129709691,176.04593732553855,176.04593732553855,177.35866909728776,1
173.75844925404687,175.17318287637997,3.8025942280586915,0.8287252110496839,162.27231841542792,174.5039245413035,174.5039245413035,171.85737262533937,1
179.21579848669344,177.7237867511242,6.442254967421189,0.33402672184347026,165.4288839182822,175.3959579869759,175.3959579869759,175.85049344365027,1
157.52595327670153,156.20386745937674,11.723647102730265,7.307609625164219,165.8985454112588,176.6196474306821,176.6196474306821,168.05451880404152,1
156.09550235517813,164.71579387586775,3.320170164212822,5.146919253795723,167.32845264369394,179.26971583554712,179.26971583554712,175.46025229608722,1
170.45640391778994,176.01451068103776,1.216873062487724,0.9951689130114435,169.70508074783118,175.8503311545134,175.8503311545134,178.76775675116457,1
65.5428488552185,42.834042390240676,66.48571615212438,30.48642113028899,70.77548549846425,148.73968754361746,148.73968754361746,167.11384586863565,1
168.44942572639013,179.26416215369815,8.576837188327474,0.2889787457004585,166.11587852714766,172.14858757895206,172.14858757895206,173.17926100322214,1
171.87556553493746,177.91535339564146,5.237519462177346,6.289356950213587,168.36871741077775,179.7393848346363,179.7393848346363,178.0864591485386,1
170.66618322037596,178.15710471911956,5.594583426768392,2.664926944456756,176.87104758244584,170.3511437176541,170.3511437176541,174.21798875592273,1
171.60242617771982,173.85219242728155,4.924915000383861,3.2457654702809613,173.1460838682136,174.23858638430295,174.23858638430295,177.13146316767944,1
158.99370208818868,160.14044481463537,9.497039880461353,2.093889732829905,159.54037774135725,169.96941492900928,169.96941492900928,175.0966384074984,1
162.99650620847328,159.08678604620724,11.925808225405616,3.1585734075772436,161.65718366131853,170.4402907918263,170.4402907918263,166.6955015676496,1
177.35084331887438,161.8139828277228,6.72108104121765,2.4862778899558617,153.48869086165857,169.10545171397214,169.10545171397214,175.8876802615368,1
161.19638034268135,165.16217966904475,7.5020735279723265,4.062759024571829,169.00271559653825,175.06220564973773,175.06220564973773,177.30101267120497,1
175.75423789860497,162.4951191364859,6.008693817493064,2.8825068338142126,157.99425004242224,174.07045274819833,174.07045274819833,178.0652084246704,1
171.78505850264773,170.70473179737812,7.920375988143568,3.794836599117898,154.2222520198027,173.52681779844738,173.52681779844738,176.84543770129756,1
177.86941228899815,174.09049040203286,7.029370977102692,2.8148725359072744,150.23624377104326,167.6927813639651,167.6927813639651,173.88211534705877,1
161.55981921648504,170.486178886927,1.8464436654431116,0.7035568078635832,164.67559344475904,169.51079937180506,169.51079937180506,171.28748611436345,1
156.72415701264498,169.24308335421145,5.530825305797806,0.4139777236423205,162.90634946033575,170.90016641653483,170.90016641653483,173.7281111767534,1
170.3449297597381,158.20720149948883,8.158961031412241,0.6651940052029427,163.2414156558814,172.72229084518483,172.72229084518483,176.97323142810956,1
167.5736416772241,169.0154374113984,5.907472510040395,0.29125590271033014,167.70206989420768,173.80490268109057,173.80490268109057,178.3796683241506,1
178.72675590945676,173.3226890052777,5.4833607214055435,0.832546609008873,162.46991310997163,167.5403933247053,167.5403933247053,177.79820137928576,1
169.26140801986293,167.16709756906081,1.8977539369542267,2.4141950060722897,165.43175405465874,177.94819020947307,177.94819020947307,174.48716476826004,1
153.43116707001374,134.6014798060482,15.062906289679201,31.314748331612922,137.0548177317276,121.9319615227922,121.9319615227922,151.90070923568902,1
160.96804147635297,178.0083717713528,5.126254818243157,2.185752540494761,173.402647523807,175.39364733705833,175.39364733705833,179.22558111857236,1
164.95003784324336,178.2110157414679,4.297880604321739,1.9578947704383414,169.42081879894153,179.05767205440566,179.05767205440566,179.2781636375507,1
177.05456058479135,174.8880988944578,4.4370770030100495,12.156224454362846,166.82889428025888,172.6236157949096,172.6236157949096,177.30640575697782,1
179.6720588126143,178.35835418792362,4.61384949921832,7.871762591389057,169.08778523750834,173.4943617051252,173.4943617051252,174.83839748480665,1
